[0.011s][info][gc,heap] Heap region size: 1M
[200.022s][info][gc,phases      ] GC(23) Phase 3: Adjust pointers 74.051ms
[200.022s][info][gc,phases,start] GC(23) Phase 4: Compact heap
[200.056s][info][gc,phases      ] GC(23) Phase 4: Compact heap 33.473ms
[200.057s][info][gc,heap        ] GC(23) Eden regions: 0->0(12)
[200.057s][info][gc,heap        ] GC(23) Survivor regions: 0->0(2)
[200.057s][info][gc,heap        ] GC(23) Old regions: 256->253
[200.057s][info][gc,heap        ] GC(23) Humongous regions: 0->0
[200.057s][info][gc,metaspace   ] GC(23) Metaspace: 14352K->14287K(1062912K)
[200.057s][info][gc             ] GC(23) Pause Full (G1 Evacuation Pause) 252M->249M(256M) 385.376ms
[200.058s][info][gc,cpu         ] GC(23) User=1.97s Sys=0.00s Real=0.39s
[200.058s][info][gc,marking     ] GC(24) Concurrent Mark From Roots 385.905ms
[200.058s][info][gc,marking     ] GC(24) Concurrent Mark Abort
[200.058s][info][gc             ] GC(24) Concurrent Cycle 386.147ms
[221.836s][info][gc,start       ] GC(25) Pause Young (Normal) (G1 Evacuation Pause)
[221.836s][info][gc,task        ] GC(25) Using 6 workers of 8 for evacuation
[221.845s][info][gc             ] GC(25) To-space exhausted
[221.845s][info][gc,phases      ] GC(25)   Pre Evacuate Collection Set: 0.0ms
[221.845s][info][gc,phases      ] GC(25)   Evacuate Collection Set: 6.8ms
[221.845s][info][gc,phases      ] GC(25)   Post Evacuate Collection Set: 2.2ms
[221.845s][info][gc,phases      ] GC(25)   Other: 0.2ms
[221.845s][info][gc,heap        ] GC(25) Eden regions: 3->0(12)
[221.845s][info][gc,heap        ] GC(25) Survivor regions: 0->0(2)
[221.845s][info][gc,heap        ] GC(25) Old regions: 253->256
[221.845s][info][gc,heap        ] GC(25) Humongous regions: 0->0
[221.845s][info][gc,metaspace   ] GC(25) Metaspace: 14356K->14356K(1062912K)
[221.845s][info][gc             ] GC(25) Pause Young (Normal) (G1 Evacuation Pause) 252M->252M(256M) 9.296ms
[221.845s][info][gc,cpu         ] GC(25) User=0.09s Sys=0.00s Real=0.01s
[221.845s][info][gc,task        ] GC(26) Using 6 workers of 8 for full compaction
[221.846s][info][gc,start       ] GC(26) Pause Full (G1 Evacuation Pause)
[221.846s][info][gc,phases,start] GC(26) Phase 1: Mark live objects
[222.095s][info][gc,stringtable ] GC(26) Cleaned string and symbol table, strings: 7221 processed, 323 removed, symbols: 48406 processed, 17 removed
[222.095s][info][gc,phases      ] GC(26) Phase 1: Mark live objects 249.604ms
[222.095s][info][gc,phases,start] GC(26) Phase 2: Prepare for compaction
[222.129s][info][gc,phases      ] GC(26) Phase 2: Prepare for compaction 33.997ms
[222.129s][info][gc,phases,start] GC(26) Phase 3: Adjust pointers
[222.203s][info][gc,phases      ] GC(26) Phase 3: Adjust pointers 73.430ms
[222.203s][info][gc,phases,start] GC(26) Phase 4: Compact heap
[222.236s][info][gc,phases      ] GC(26) Phase 4: Compact heap 33.361ms
[222.237s][info][gc,heap        ] GC(26) Eden regions: 0->0(12)
[222.237s][info][gc,heap        ] GC(26) Survivor regions: 0->0(2)
[222.237s][info][gc,heap        ] GC(26) Old regions: 256->253
[222.237s][info][gc,heap        ] GC(26) Humongous regions: 0->0
[222.237s][info][gc,metaspace   ] GC(26) Metaspace: 14356K->14287K(1062912K)
[222.237s][info][gc             ] GC(26) Pause Full (G1 Evacuation Pause) 252M->251M(256M) 391.673ms
[222.238s][info][gc,cpu         ] GC(26) User=2.06s Sys=0.02s Real=0.39s
[242.804s][info][gc,start       ] GC(27) Pause Young (Concurrent Start) (G1 Evacuation Pause)
[242.804s][info][gc,task        ] GC(27) Using 6 workers of 8 for evacuation
[242.813s][info][gc             ] GC(27) To-space exhausted
[242.813s][info][gc,phases      ] GC(27)   Pre Evacuate Collection Set: 0.0ms
[242.813s][info][gc,phases      ] GC(27)   Evacuate Collection Set: 6.7ms
[242.813s][info][gc,phases      ] GC(27)   Post Evacuate Collection Set: 2.6ms
[242.813s][info][gc,phases      ] GC(27)   Other: 0.2ms
[242.813s][info][gc,heap        ] GC(27) Eden regions: 3->0(12)
[242.813s][info][gc,heap        ] GC(27) Survivor regions: 0->0(2)
[242.813s][info][gc,heap        ] GC(27) Old regions: 253->256
[242.813s][info][gc,heap        ] GC(27) Humongous regions: 0->0
[242.813s][info][gc,metaspace   ] GC(27) Metaspace: 14357K->14357K(1062912K)
[242.813s][info][gc             ] GC(27) Pause Young (Concurrent Start) (G1 Evacuation Pause) 254M->254M(256M) 9.604ms
[242.813s][info][gc,cpu         ] GC(27) User=0.09s Sys=0.00s Real=0.01s
[242.813s][info][gc,task        ] GC(28) Using 6 workers of 8 for full compaction
[242.813s][info][gc             ] GC(29) Concurrent Cycle
[242.813s][info][gc,marking     ] GC(29) Concurrent Clear Claimed Marks
[242.813s][info][gc,marking     ] GC(29) Concurrent Clear Claimed Marks 0.028ms
[242.813s][info][gc,marking     ] GC(29) Concurrent Scan Root Regions
[242.813s][info][gc,marking     ] GC(29) Concurrent Scan Root Regions 0.013ms
[242.813s][info][gc,start       ] GC(28) Pause Full (G1 Evacuation Pause)
[242.813s][info][gc,marking     ] GC(29) Concurrent Mark (242.813s)
[242.814s][info][gc,marking     ] GC(29) Concurrent Mark From Roots
[242.814s][info][gc,task        ] GC(29) Using 2 workers of 2 for marking
[242.814s][info][gc,phases,start] GC(28) Phase 1: Mark live objects
[243.035s][info][gc,stringtable ] GC(28) Cleaned string and symbol table, strings: 7227 processed, 315 removed, symbols: 48423 processed, 18 removed
[243.036s][info][gc,phases      ] GC(28) Phase 1: Mark live objects 221.640ms
[243.036s][info][gc,phases,start] GC(28) Phase 2: Prepare for compaction
[243.064s][info][gc,phases      ] GC(28) Phase 2: Prepare for compaction 28.624ms
[243.064s][info][gc,phases,start] GC(28) Phase 3: Adjust pointers
[243.133s][info][gc,phases      ] GC(28) Phase 3: Adjust pointers 68.380ms
[243.133s][info][gc,phases,start] GC(28) Phase 4: Compact heap
[243.160s][info][gc,phases      ] GC(28) Phase 4: Compact heap 26.985ms
[243.161s][info][gc,heap        ] GC(28) Eden regions: 0->0(12)
[243.161s][info][gc,heap        ] GC(28) Survivor regions: 0->0(2)
[243.161s][info][gc,heap        ] GC(28) Old regions: 256->255
[243.161s][info][gc,heap        ] GC(28) Humongous regions: 0->0
[243.161s][info][gc,metaspace   ] GC(28) Metaspace: 14357K->14293K(1062912K)
[243.161s][info][gc             ] GC(28) Pause Full (G1 Evacuation Pause) 254M->252M(256M) 347.202ms
[243.161s][info][gc,cpu         ] GC(28) User=1.83s Sys=0.02s Real=0.35s
[243.162s][info][gc,marking     ] GC(29) Concurrent Mark From Roots 348.001ms
[243.162s][info][gc,marking     ] GC(29) Concurrent Mark Abort
[243.162s][info][gc             ] GC(29) Concurrent Cycle 348.228ms
[246.804s][info][gc,start       ] GC(30) Pause Young (Normal) (G1 Evacuation Pause)
[246.804s][info][gc,task        ] GC(30) Using 6 workers of 8 for evacuation
[246.807s][info][gc             ] GC(30) To-space exhausted
[246.807s][info][gc,phases      ] GC(30)   Pre Evacuate Collection Set: 0.0ms
[246.807s][info][gc,phases      ] GC(30)   Evacuate Collection Set: 1.3ms
[246.807s][info][gc,phases      ] GC(30)   Post Evacuate Collection Set: 1.3ms
[246.807s][info][gc,phases      ] GC(30)   Other: 0.1ms
[246.807s][info][gc,heap        ] GC(30) Eden regions: 1->0(12)
[246.807s][info][gc,heap        ] GC(30) Survivor regions: 0->0(2)
[246.807s][info][gc,heap        ] GC(30) Old regions: 255->256
[246.807s][info][gc,heap        ] GC(30) Humongous regions: 0->0
[246.807s][info][gc,metaspace   ] GC(30) Metaspace: 14358K->14358K(1062912K)
[246.807s][info][gc             ] GC(30) Pause Young (Normal) (G1 Evacuation Pause) 253M->253M(256M) 2.932ms
[246.807s][info][gc,cpu         ] GC(30) User=0.00s Sys=0.00s Real=0.00s
[246.807s][info][gc,task        ] GC(31) Using 6 workers of 8 for full compaction
[246.807s][info][gc,start       ] GC(31) Pause Full (G1 Evacuation Pause)
[246.808s][info][gc,phases,start] GC(31) Phase 1: Mark live objects
[247.037s][info][gc,stringtable ] GC(31) Cleaned string and symbol table, strings: 7229 processed, 315 removed, symbols: 48435 processed, 17 removed
[247.037s][info][gc,phases      ] GC(31) Phase 1: Mark live objects 229.217ms
[247.037s][info][gc,phases,start] GC(31) Phase 2: Prepare for compaction
[247.075s][info][gc,phases      ] GC(31) Phase 2: Prepare for compaction 37.877ms
[247.075s][info][gc,phases,start] GC(31) Phase 3: Adjust pointers
[247.134s][info][gc,phases      ] GC(31) Phase 3: Adjust pointers 59.696ms
[247.134s][info][gc,phases,start] GC(31) Phase 4: Compact heap
[247.160s][info][gc,phases      ] GC(31) Phase 4: Compact heap 25.322ms
[247.161s][info][gc,heap        ] GC(31) Eden regions: 0->0(12)
[247.161s][info][gc,heap        ] GC(31) Survivor regions: 0->0(2)
[247.161s][info][gc,heap        ] GC(31) Old regions: 256->253
[247.161s][info][gc,heap        ] GC(31) Humongous regions: 0->0
[247.161s][info][gc,metaspace   ] GC(31) Metaspace: 14358K->14302K(1062912K)
[247.161s][info][gc             ] GC(31) Pause Full (G1 Evacuation Pause) 253M->252M(256M) 353.748ms
[247.162s][info][gc,cpu         ] GC(31) User=1.86s Sys=0.06s Real=0.35s
[266.811s][info][gc,start       ] GC(32) Pause Young (Concurrent Start) (G1 Evacuation Pause)
[266.811s][info][gc,task        ] GC(32) Using 6 workers of 8 for evacuation
[266.819s][info][gc             ] GC(32) To-space exhausted
[266.819s][info][gc,phases      ] GC(32)   Pre Evacuate Collection Set: 0.0ms
[266.819s][info][gc,phases      ] GC(32)   Evacuate Collection Set: 6.2ms
[266.819s][info][gc,phases      ] GC(32)   Post Evacuate Collection Set: 1.9ms
[266.819s][info][gc,phases      ] GC(32)   Other: 0.2ms
[266.819s][info][gc,heap        ] GC(32) Eden regions: 3->0(12)
[266.819s][info][gc,heap        ] GC(32) Survivor regions: 0->0(2)
[266.819s][info][gc,heap        ] GC(32) Old regions: 253->256
[266.819s][info][gc,heap        ] GC(32) Humongous regions: 0->0
[266.819s][info][gc,metaspace   ] GC(32) Metaspace: 14385K->14385K(1062912K)
[266.819s][info][gc             ] GC(32) Pause Young (Concurrent Start) (G1 Evacuation Pause) 255M->255M(256M) 8.452ms
[266.819s][info][gc,cpu         ] GC(32) User=0.00s Sys=0.00s Real=0.01s
[266.819s][info][gc,task        ] GC(33) Using 6 workers of 8 for full compaction
[266.819s][info][gc             ] GC(34) Concurrent Cycle
[266.819s][info][gc,marking     ] GC(34) Concurrent Clear Claimed Marks
[266.819s][info][gc,marking     ] GC(34) Concurrent Clear Claimed Marks 0.021ms
[266.819s][info][gc,marking     ] GC(34) Concurrent Scan Root Regions
[266.819s][info][gc,marking     ] GC(34) Concurrent Scan Root Regions 0.012ms
[266.819s][info][gc,marking     ] GC(34) Concurrent Mark (266.819s)
[266.819s][info][gc,marking     ] GC(34) Concurrent Mark From Roots
[266.819s][info][gc,start       ] GC(33) Pause Full (G1 Evacuation Pause)
[266.819s][info][gc,task        ] GC(34) Using 2 workers of 2 for marking
[266.820s][info][gc,phases,start] GC(33) Phase 1: Mark live objects
[267.074s][info][gc,stringtable ] GC(33) Cleaned string and symbol table, strings: 7239 processed, 323 removed, symbols: 48455 processed, 16 removed
[267.074s][info][gc,phases      ] GC(33) Phase 1: Mark live objects 254.405ms
[267.074s][info][gc,phases,start] GC(33) Phase 2: Prepare for compaction
[267.101s][info][gc,phases      ] GC(33) Phase 2: Prepare for compaction 27.229ms
[267.101s][info][gc,phases,start] GC(33) Phase 3: Adjust pointers
[267.159s][info][gc,phases      ] GC(33) Phase 3: Adjust pointers 57.506ms
[267.159s][info][gc,phases,start] GC(33) Phase 4: Compact heap
[267.178s][info][gc,phases      ] GC(33) Phase 4: Compact heap 19.455ms
[267.180s][info][gc,heap        ] GC(33) Eden regions: 0->0(12)
[267.180s][info][gc,heap        ] GC(33) Survivor regions: 0->0(2)
[267.180s][info][gc,heap        ] GC(33) Old regions: 256->255
[267.180s][info][gc,heap        ] GC(33) Humongous regions: 0->0
[267.180s][info][gc,metaspace   ] GC(33) Metaspace: 14385K->14317K(1062912K)
[267.180s][info][gc             ] GC(33) Pause Full (G1 Evacuation Pause) 255M->254M(256M) 360.297ms
[267.180s][info][gc,cpu         ] GC(33) User=1.97s Sys=0.02s Real=0.36s
[267.180s][info][gc,marking     ] GC(34) Concurrent Mark From Roots 361.039ms
[267.180s][info][gc,marking     ] GC(34) Concurrent Mark Abort
[267.180s][info][gc             ] GC(34) Concurrent Cycle 361.211ms
[270.484s][info][gc,start       ] GC(35) Pause Young (Normal) (G1 Evacuation Pause)
[270.484s][info][gc,task        ] GC(35) Using 6 workers of 8 for evacuation
[270.487s][info][gc             ] GC(35) To-space exhausted
[270.487s][info][gc,phases      ] GC(35)   Pre Evacuate Collection Set: 0.0ms
[270.487s][info][gc,phases      ] GC(35)   Evacuate Collection Set: 1.1ms
[270.487s][info][gc,phases      ] GC(35)   Post Evacuate Collection Set: 1.3ms
[270.487s][info][gc,phases      ] GC(35)   Other: 0.2ms
[270.487s][info][gc,heap        ] GC(35) Eden regions: 1->0(12)
[270.487s][info][gc,heap        ] GC(35) Survivor regions: 0->0(2)
[270.487s][info][gc,heap        ] GC(35) Old regions: 255->256
[270.487s][info][gc,heap        ] GC(35) Humongous regions: 0->0
[270.487s][info][gc,metaspace   ] GC(35) Metaspace: 14379K->14379K(1062912K)
[270.487s][info][gc             ] GC(35) Pause Young (Normal) (G1 Evacuation Pause) 255M->255M(256M) 2.678ms
[270.487s][info][gc,cpu         ] GC(35) User=0.00s Sys=0.00s Real=0.00s
[270.487s][info][gc,task        ] GC(36) Using 6 workers of 8 for full compaction
[270.487s][info][gc,start       ] GC(36) Pause Full (G1 Evacuation Pause)
[270.487s][info][gc,phases,start] GC(36) Phase 1: Mark live objects
[270.741s][info][gc,stringtable ] GC(36) Cleaned string and symbol table, strings: 7232 processed, 315 removed, symbols: 48469 processed, 18 removed
[270.741s][info][gc,phases      ] GC(36) Phase 1: Mark live objects 253.567ms
[270.741s][info][gc,phases,start] GC(36) Phase 2: Prepare for compaction
[270.781s][info][gc,phases      ] GC(36) Phase 2: Prepare for compaction 40.443ms
[270.781s][info][gc,phases,start] GC(36) Phase 3: Adjust pointers
[270.841s][info][gc,phases      ] GC(36) Phase 3: Adjust pointers 59.299ms
[270.841s][info][gc,phases,start] GC(36) Phase 4: Compact heap
[270.871s][info][gc,phases      ] GC(36) Phase 4: Compact heap 30.083ms
[270.872s][info][gc,heap        ] GC(36) Eden regions: 0->0(12)
[270.872s][info][gc,heap        ] GC(36) Survivor regions: 0->0(2)
[270.872s][info][gc,heap        ] GC(36) Old regions: 256->255
[270.872s][info][gc,heap        ] GC(36) Humongous regions: 0->0
[270.872s][info][gc,metaspace   ] GC(36) Metaspace: 14379K->14322K(1062912K)
[270.872s][info][gc             ] GC(36) Pause Full (G1 Evacuation Pause) 255M->254M(256M) 385.008ms
[270.873s][info][gc,cpu         ] GC(36) User=1.83s Sys=0.05s Real=0.39s
[272.844s][info][gc,start       ] GC(37) Pause Young (Concurrent Start) (G1 Evacuation Pause)
[272.844s][info][gc,task        ] GC(37) Using 6 workers of 8 for evacuation
[272.846s][info][gc             ] GC(37) To-space exhausted
[272.846s][info][gc,phases      ] GC(37)   Pre Evacuate Collection Set: 0.0ms
[272.846s][info][gc,phases      ] GC(37)   Evacuate Collection Set: 0.9ms
[272.846s][info][gc,phases      ] GC(37)   Post Evacuate Collection Set: 1.3ms
[272.846s][info][gc,phases      ] GC(37)   Other: 0.2ms
[272.846s][info][gc,heap        ] GC(37) Eden regions: 1->0(12)
[272.846s][info][gc,heap        ] GC(37) Survivor regions: 0->0(2)
[272.846s][info][gc,heap        ] GC(37) Old regions: 255->256
[272.846s][info][gc,heap        ] GC(37) Humongous regions: 0->0
[272.846s][info][gc,metaspace   ] GC(37) Metaspace: 14389K->14389K(1062912K)
[272.846s][info][gc             ] GC(37) Pause Young (Concurrent Start) (G1 Evacuation Pause) 255M->255M(256M) 2.475ms
[272.846s][info][gc,cpu         ] GC(37) User=0.00s Sys=0.00s Real=0.00s
[272.846s][info][gc,task        ] GC(38) Using 6 workers of 8 for full compaction
[272.846s][info][gc             ] GC(39) Concurrent Cycle
[272.846s][info][gc,marking     ] GC(39) Concurrent Clear Claimed Marks
[272.846s][info][gc,marking     ] GC(39) Concurrent Clear Claimed Marks 0.020ms
[272.846s][info][gc,marking     ] GC(39) Concurrent Scan Root Regions
[272.846s][info][gc,marking     ] GC(39) Concurrent Scan Root Regions 0.015ms
[272.846s][info][gc,marking     ] GC(39) Concurrent Mark (272.846s)
[272.846s][info][gc,start       ] GC(38) Pause Full (G1 Evacuation Pause)
[272.846s][info][gc,marking     ] GC(39) Concurrent Mark From Roots
[272.846s][info][gc,task        ] GC(39) Using 2 workers of 2 for marking
[272.847s][info][gc,phases,start] GC(38) Phase 1: Mark live objects
[273.101s][info][gc,stringtable ] GC(38) Cleaned string and symbol table, strings: 7243 processed, 315 removed, symbols: 48485 processed, 15 removed
[273.101s][info][gc,phases      ] GC(38) Phase 1: Mark live objects 254.167ms
[273.101s][info][gc,phases,start] GC(38) Phase 2: Prepare for compaction
[273.126s][info][gc,phases      ] GC(38) Phase 2: Prepare for compaction 25.274ms
[273.126s][info][gc,phases,start] GC(38) Phase 3: Adjust pointers
[273.184s][info][gc,phases      ] GC(38) Phase 3: Adjust pointers 57.620ms
[273.184s][info][gc,phases,start] GC(38) Phase 4: Compact heap
[273.208s][info][gc,phases      ] GC(38) Phase 4: Compact heap 24.570ms
[273.210s][info][gc,heap        ] GC(38) Eden regions: 0->0(12)
[273.210s][info][gc,heap        ] GC(38) Survivor regions: 0->0(2)
[273.210s][info][gc,heap        ] GC(38) Old regions: 256->255
[273.210s][info][gc,heap        ] GC(38) Humongous regions: 0->0
[273.210s][info][gc,metaspace   ] GC(38) Metaspace: 14389K->14324K(1062912K)
[273.210s][info][gc             ] GC(38) Pause Full (G1 Evacuation Pause) 255M->254M(256M) 363.454ms
[273.210s][info][gc,cpu         ] GC(38) User=1.88s Sys=0.00s Real=0.36s
[273.210s][info][gc,marking     ] GC(39) Concurrent Mark From Roots 364.019ms
[273.210s][info][gc,marking     ] GC(39) Concurrent Mark Abort
[273.210s][info][gc             ] GC(39) Concurrent Cycle 364.182ms
[275.860s][info][gc,start       ] GC(40) Pause Young (Normal) (G1 Evacuation Pause)
[275.860s][info][gc,task        ] GC(40) Using 6 workers of 8 for evacuation
[275.862s][info][gc             ] GC(40) To-space exhausted
[275.862s][info][gc,phases      ] GC(40)   Pre Evacuate Collection Set: 0.0ms
[275.862s][info][gc,phases      ] GC(40)   Evacuate Collection Set: 0.8ms
[275.862s][info][gc,phases      ] GC(40)   Post Evacuate Collection Set: 1.1ms
[275.862s][info][gc,phases      ] GC(40)   Other: 0.1ms
[275.862s][info][gc,heap        ] GC(40) Eden regions: 1->0(12)
[275.862s][info][gc,heap        ] GC(40) Survivor regions: 0->0(2)
[275.862s][info][gc,heap        ] GC(40) Old regions: 255->256
[275.862s][info][gc,heap        ] GC(40) Humongous regions: 0->0
[275.862s][info][gc,metaspace   ] GC(40) Metaspace: 14396K->14396K(1062912K)
[275.862s][info][gc             ] GC(40) Pause Young (Normal) (G1 Evacuation Pause) 255M->255M(256M) 2.280ms
[275.862s][info][gc,cpu         ] GC(40) User=0.00s Sys=0.00s Real=0.00s
[275.862s][info][gc,task        ] GC(41) Using 6 workers of 8 for full compaction
[275.862s][info][gc,start       ] GC(41) Pause Full (G1 Evacuation Pause)
[275.862s][info][gc,phases,start] GC(41) Phase 1: Mark live objects
[276.171s][info][gc,stringtable ] GC(41) Cleaned string and symbol table, strings: 7243 processed, 315 removed, symbols: 48504 processed, 17 removed
[276.171s][info][gc,phases      ] GC(41) Phase 1: Mark live objects 308.897ms
[276.171s][info][gc,phases,start] GC(41) Phase 2: Prepare for compaction
[276.204s][info][gc,phases      ] GC(41) Phase 2: Prepare for compaction 32.897ms
[276.204s][info][gc,phases,start] GC(41) Phase 3: Adjust pointers
[276.262s][info][gc,phases      ] GC(41) Phase 3: Adjust pointers 58.000ms
[276.262s][info][gc,phases,start] GC(41) Phase 4: Compact heap
[276.288s][info][gc,phases      ] GC(41) Phase 4: Compact heap 25.301ms
[276.288s][info][gc,heap        ] GC(41) Eden regions: 0->0(12)
[276.288s][info][gc,heap        ] GC(41) Survivor regions: 0->0(2)
[276.288s][info][gc,heap        ] GC(41) Old regions: 256->255
[276.288s][info][gc,heap        ] GC(41) Humongous regions: 0->0
[276.289s][info][gc,metaspace   ] GC(41) Metaspace: 14396K->14331K(1062912K)
[276.289s][info][gc             ] GC(41) Pause Full (G1 Evacuation Pause) 255M->254M(256M) 426.297ms
[276.289s][info][gc,cpu         ] GC(41) User=2.13s Sys=0.03s Real=0.43s
[278.813s][info][gc,start       ] GC(42) Pause Young (Concurrent Start) (G1 Evacuation Pause)
[278.813s][info][gc,task        ] GC(42) Using 6 workers of 8 for evacuation
[278.815s][info][gc             ] GC(42) To-space exhausted
[278.815s][info][gc,phases      ] GC(42)   Pre Evacuate Collection Set: 0.0ms
[278.815s][info][gc,phases      ] GC(42)   Evacuate Collection Set: 1.0ms
[278.815s][info][gc,phases      ] GC(42)   Post Evacuate Collection Set: 1.1ms
[278.815s][info][gc,phases      ] GC(42)   Other: 0.2ms
[278.815s][info][gc,heap        ] GC(42) Eden regions: 1->0(12)
[278.815s][info][gc,heap        ] GC(42) Survivor regions: 0->0(2)
[278.815s][info][gc,heap        ] GC(42) Old regions: 255->256
[278.815s][info][gc,heap        ] GC(42) Humongous regions: 0->0
[278.815s][info][gc,metaspace   ] GC(42) Metaspace: 14391K->14391K(1062912K)
[278.815s][info][gc             ] GC(42) Pause Young (Concurrent Start) (G1 Evacuation Pause) 255M->255M(256M) 2.392ms
[278.815s][info][gc,cpu         ] GC(42) User=0.00s Sys=0.00s Real=0.00s
[278.815s][info][gc,task        ] GC(43) Using 6 workers of 8 for full compaction
[278.815s][info][gc             ] GC(44) Concurrent Cycle
[278.815s][info][gc,marking     ] GC(44) Concurrent Clear Claimed Marks
[278.815s][info][gc,marking     ] GC(44) Concurrent Clear Claimed Marks 0.021ms
[278.815s][info][gc,marking     ] GC(44) Concurrent Scan Root Regions
[278.815s][info][gc,marking     ] GC(44) Concurrent Scan Root Regions 0.013ms
[278.815s][info][gc,marking     ] GC(44) Concurrent Mark (278.815s)
[278.815s][info][gc,marking     ] GC(44) Concurrent Mark From Roots
[278.815s][info][gc,start       ] GC(43) Pause Full (G1 Evacuation Pause)
[278.815s][info][gc,task        ] GC(44) Using 2 workers of 2 for marking
[278.816s][info][gc,phases,start] GC(43) Phase 1: Mark live objects
[279.054s][info][gc,stringtable ] GC(43) Cleaned string and symbol table, strings: 7243 processed, 306 removed, symbols: 48515 processed, 17 removed
[279.054s][info][gc,phases      ] GC(43) Phase 1: Mark live objects 237.682ms
[279.054s][info][gc,phases,start] GC(43) Phase 2: Prepare for compaction
[279.082s][info][gc,phases      ] GC(43) Phase 2: Prepare for compaction 28.321ms
[279.082s][info][gc,phases,start] GC(43) Phase 3: Adjust pointers
[279.144s][info][gc,phases      ] GC(43) Phase 3: Adjust pointers 61.743ms
[279.144s][info][gc,phases,start] GC(43) Phase 4: Compact heap
[279.164s][info][gc,phases      ] GC(43) Phase 4: Compact heap 20.700ms
[279.165s][info][gc,heap        ] GC(43) Eden regions: 0->0(12)
[279.165s][info][gc,heap        ] GC(43) Survivor regions: 0->0(2)
[279.165s][info][gc,heap        ] GC(43) Old regions: 256->255
[279.165s][info][gc,heap        ] GC(43) Humongous regions: 0->0
[279.165s][info][gc,metaspace   ] GC(43) Metaspace: 14391K->14368K(1062912K)
[279.165s][info][gc             ] GC(43) Pause Full (G1 Evacuation Pause) 255M->254M(256M) 350.103ms
[279.166s][info][gc,cpu         ] GC(43) User=1.77s Sys=0.03s Real=0.35s
[279.166s][info][gc,marking     ] GC(44) Concurrent Mark From Roots 350.875ms
[279.166s][info][gc,marking     ] GC(44) Concurrent Mark Abort
[279.166s][info][gc             ] GC(44) Concurrent Cycle 351.041ms
[284.140s][info][gc,start       ] GC(45) Pause Young (Normal) (G1 Evacuation Pause)
[284.140s][info][gc,task        ] GC(45) Using 6 workers of 8 for evacuation
[284.143s][info][gc             ] GC(45) To-space exhausted
[284.143s][info][gc,phases      ] GC(45)   Pre Evacuate Collection Set: 0.0ms
[284.143s][info][gc,phases      ] GC(45)   Evacuate Collection Set: 1.6ms
[284.143s][info][gc,phases      ] GC(45)   Post Evacuate Collection Set: 1.2ms
[284.143s][info][gc,phases      ] GC(45)   Other: 0.2ms
[284.143s][info][gc,heap        ] GC(45) Eden regions: 1->0(12)
[284.143s][info][gc,heap        ] GC(45) Survivor regions: 0->0(2)
[284.143s][info][gc,heap        ] GC(45) Old regions: 255->256
[284.143s][info][gc,heap        ] GC(45) Humongous regions: 0->0
[284.143s][info][gc,metaspace   ] GC(45) Metaspace: 14408K->14408K(1062912K)
[284.143s][info][gc             ] GC(45) Pause Young (Normal) (G1 Evacuation Pause) 255M->255M(256M) 3.177ms
[284.143s][info][gc,cpu         ] GC(45) User=0.00s Sys=0.00s Real=0.00s
[284.143s][info][gc,task        ] GC(46) Using 6 workers of 8 for full compaction
[284.143s][info][gc,start       ] GC(46) Pause Full (G1 Evacuation Pause)
[284.143s][info][gc,phases,start] GC(46) Phase 1: Mark live objects
[284.415s][info][gc,stringtable ] GC(46) Cleaned string and symbol table, strings: 7103 processed, 175 removed, symbols: 48516 processed, 6 removed
[284.415s][info][gc,phases      ] GC(46) Phase 1: Mark live objects 271.908ms
[284.415s][info][gc,phases,start] GC(46) Phase 2: Prepare for compaction
[284.448s][info][gc,phases      ] GC(46) Phase 2: Prepare for compaction 32.775ms
[284.448s][info][gc,phases,start] GC(46) Phase 3: Adjust pointers
[284.505s][info][gc,phases      ] GC(46) Phase 3: Adjust pointers 56.749ms
[284.505s][info][gc,phases,start] GC(46) Phase 4: Compact heap
[284.528s][info][gc,phases      ] GC(46) Phase 4: Compact heap 22.864ms
[284.529s][info][gc,heap        ] GC(46) Eden regions: 0->0(12)
[284.529s][info][gc,heap        ] GC(46) Survivor regions: 0->0(2)
[284.529s][info][gc,heap        ] GC(46) Old regions: 256->256
[284.529s][info][gc,heap        ] GC(46) Humongous regions: 0->0
[284.529s][info][gc,metaspace   ] GC(46) Metaspace: 14408K->14344K(1062912K)
[284.529s][info][gc             ] GC(46) Pause Full (G1 Evacuation Pause) 255M->255M(256M) 385.737ms
[284.530s][info][gc,cpu         ] GC(46) User=1.95s Sys=0.08s Real=0.39s
[284.530s][info][gc,task        ] GC(47) Using 6 workers of 8 for full compaction
[284.530s][info][gc,start       ] GC(47) Pause Full (G1 Evacuation Pause)
[284.530s][info][gc,phases,start] GC(47) Phase 1: Mark live objects
[284.788s][info][gc,stringtable ] GC(47) Cleaned string and symbol table, strings: 6928 processed, 0 removed, symbols: 48510 processed, 17 removed
[284.788s][info][gc,phases      ] GC(47) Phase 1: Mark live objects 257.958ms
[284.788s][info][gc,phases,start] GC(47) Phase 2: Prepare for compaction
[284.832s][info][gc,phases      ] GC(47) Phase 2: Prepare for compaction 44.572ms
[284.832s][info][gc,phases,start] GC(47) Phase 3: Adjust pointers
[284.890s][info][gc,phases      ] GC(47) Phase 3: Adjust pointers 57.783ms
[284.890s][info][gc,phases,start] GC(47) Phase 4: Compact heap
[284.915s][info][gc,phases      ] GC(47) Phase 4: Compact heap 24.495ms
[284.916s][info][gc,heap        ] GC(47) Eden regions: 0->0(12)
